Date,Open,High Price,Low Price,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
16-September-2016,1415.0,1431.0,1402.5,1408.35,1418.8183790036871,55324,2973,78494708.0,14821.0,26.79,28.5,-6.65
19-September-2016,1414.0,1428.45,1408.0,1416.15,1418.2232998398135,34335,1928,48694697.0,11298.0,32.91,20.45,2.15
20-September-2016,1434.0,1434.0,1407.1,1409.75,1412.5789239826709,27007,1587,38149519.0,11907.0,44.09,26.9,-24.25
21-September-2016,1409.75,1423.7,1403.3,1407.5,1411.8178956040722,67972,3634,95964086.0,29027.0,42.7,20.4,-2.25
22-September-2016,1420.0,1422.5,1408.05,1413.6,1413.8027316928333,80829,3093,114276261.0,45830.0,56.7,14.45,-6.4
23-September-2016,1416.9,1427.0,1407.25,1409.6,1418.9303973766791,56722,1678,80484570.0,37018.0,65.26,19.75,-7.3
26-September-2016,1414.0,1414.0,1375.5,1379.85,1388.3076959518673,42217,3174,58610186.0,19341.0,45.81,38.5,-34.15
27-September-2016,1380.0,1390.4,1368.35,1371.05,1381.7049003910865,38099,2175,52641575.0,9271.0,24.33,22.05,-8.95
28-September-2016,1372.0,1383.8,1370.0,1379.25,1377.1224856644674,55631,1728,76610701.0,39306.0,70.65,13.8,7.25
29-September-2016,1384.3,1415.0,1360.0,1364.25,1388.6090985215587,72847,4561,101156007.0,20498.0,28.14,55.0,-20.05
30-September-2016,1369.9,1416.65,1350.2,1405.95,1394.2351742838273,71177,3467,99237477.0,23162.0,32.54,66.45,36.05
03-October-2016,1403.0,1450.5,1402.0,1443.05,1443.4859734282236,258545,6458,373206081.0,145794.0,56.39,48.5,40.05
04-October-2016,1450.0,1454.0,1412.0,1415.35,1423.773284345212,77842,2523,110829360.0,42807.0,54.99,42.0,-34.65
05-October-2016,1429.9,1429.9,1395.0,1398.9,1401.4464213658828,79304,2943,111140307.0,30270.0,38.17,34.9,-31.0
06-October-2016,1401.0,1403.25,1365.25,1372.3,1380.866513818457,88541,3789,122263302.0,41780.0,47.19,38.0,-28.7
07-October-2016,1386.05,1387.95,1370.0,1373.85,1376.0267069300849,97690,3069,134424049.0,67525.0,69.12,17.95,-12.2
10-October-2016,1380.05,1388.35,1376.0,1378.1,1382.0253987300634,20001,989,27641890.0,9081.0,45.4,12.35,-1.95
13-October-2016,1367.0,1384.9,1353.05,1369.1,1369.365421873486,41292,2250,56543837.0,15957.0,38.64,31.85,2.1
14-October-2016,1374.15,1385.0,1353.8,1357.05,1363.695314088229,39352,1732,53664138.0,16339.0,41.52,31.2,-17.1
17-October-2016,1357.05,1361.3,1309.0,1313.4,1325.3819393998092,123894,4632,164206870.0,73137.0,59.03,52.3,-43.65
18-October-2016,1319.7,1334.2,1317.0,1331.85,1325.7082488352976,36490,2604,48375094.0,12336.0,33.81,17.2,12.15
